Time	Current
0.00000	3.2300e-11
0.00054	3.2619e-11
0.00108	3.2940e-11
0.00162	3.3264e-11
0.00216	3.3591e-11
0.00270	3.3920e-11
0.00324	3.4252e-11
0.00378	3.4586e-11
0.00432	3.4922e-11
0.00486	3.5261e-11
0.00540	3.5603e-11
0.00594	3.5946e-11
0.00648	3.6292e-11
0.00702	3.6640e-11
0.00756	3.6990e-11
0.00810	3.7343e-11
0.00864	3.7697e-11
0.00918	3.8053e-11
0.00972	3.8410e-11
0.01026	3.8770e-11
0.01080	3.9131e-11
0.01134	3.9493e-11
0.01188	3.9857e-11
0.01242	4.0222e-11
0.01296	4.0588e-11
0.01350	4.0955e-11
0.01404	4.1323e-11
0.01458	4.1692e-11
0.01512	4.2061e-11
0.01566	4.2430e-11
0.01620	4.2800e-11
0.01674	4.3169e-11
0.01728	4.3538e-11
0.01782	4.3907e-11
0.01836	4.4276e-11
0.01890	4.4644e-11
0.01944	4.5011e-11
0.01998	4.5376e-11
0.02052	4.5741e-11
0.02106	4.6104e-11
0.02160	4.6465e-11
0.02214	4.6825e-11
0.02268	4.7183e-11
0.02322	4.7538e-11
0.02376	4.7891e-11
0.02430	4.8241e-11
0.02484	4.8588e-11
0.02538	4.8933e-11
0.02592	4.9274e-11
0.02646	4.9612e-11
0.02700	4.9946e-11
0.02754	5.0277e-11
0.02808	5.0604e-11
0.02862	5.0927e-11
0.02916	5.1245e-11
0.02970	5.1559e-11
0.03024	5.1869e-11
0.03078	5.2174e-11
0.03132	5.2475e-11
0.03186	5.2770e-11
0.03240	5.3061e-11
0.03294	5.3346e-11
0.03348	5.3626e-11
0.03402	5.3901e-11
0.03456	5.4171e-11
0.03510	5.4435e-11
0.03564	5.4693e-11
0.03618	5.4946e-11
0.03672	5.5194e-11
0.03726	5.5435e-11
0.03780	5.5672e-11
0.03834	5.5902e-11
0.03888	5.6127e-11
0.03942	5.6346e-11
0.03996	5.6559e-11
0.04050	5.6766e-11
0.04104	5.6999e-11
0.04158	5.7221e-11
0.04212	5.7434e-11
0.04266	5.7639e-11
0.04320	5.7836e-11
0.04374	5.8024e-11
0.04428	5.8206e-11
0.04482	5.8379e-11
0.04536	5.8546e-11
0.04590	5.8706e-11
0.04644	5.8859e-11
0.04698	5.9006e-11
0.04752	5.9147e-11
0.04806	5.9281e-11
0.04860	5.9410e-11
0.04914	5.9533e-11
0.04968	5.9651e-11
0.05022	5.9763e-11
0.05076	5.9870e-11
0.05130	5.9973e-11
0.05184	6.0070e-11
0.05238	6.0163e-11
0.05292	6.0251e-11
0.05346	6.0336e-11
0.05400	6.0415e-11
0.05454	6.0491e-11
0.05508	6.0563e-11
0.05562	6.0631e-11
0.05616	6.0696e-11
0.05670	6.0756e-11
0.05724	6.0814e-11
0.05778	6.0868e-11
0.05832	6.0919e-11
0.05886	6.0966e-11
0.05940	6.1011e-11
0.05994	6.1053e-11
0.06048	6.1092e-11
0.06102	6.1128e-11
0.06156	6.1161e-11
0.06210	6.1192e-11
0.06264	6.1221e-11
0.06318	6.1247e-11
0.06372	6.1270e-11
0.06426	6.1292e-11
0.06480	6.1311e-11
0.06534	6.1328e-11
0.06588	6.1343e-11
0.06642	6.1356e-11
0.06696	6.1367e-11
0.06750	6.1376e-11
0.06804	6.1383e-11
0.06858	6.1389e-11
0.06912	6.1393e-11
0.06966	6.1395e-11
0.07020	6.1396e-11
0.07074	6.1395e-11
0.07128	6.1392e-11
0.07182	6.1388e-11
0.07236	6.1383e-11
0.07290	6.1376e-11
0.07344	6.1368e-11
0.07398	6.1359e-11
0.07452	6.1349e-11
0.07506	6.1337e-11
0.07560	6.1324e-11
0.07614	6.1310e-11
0.07668	6.1295e-11
0.07722	6.1278e-11
0.07776	6.1261e-11
0.07830	6.1243e-11
0.07884	6.1224e-11
0.07938	6.1203e-11
0.07992	6.1182e-11
0.08046	6.1160e-11
0.08100	6.1137e-11
0.08154	6.1114e-11
0.08208	6.1089e-11
0.08262	6.1064e-11
0.08316	6.1037e-11
0.08370	6.1011e-11
0.08424	6.0983e-11
0.08478	6.0955e-11
0.08532	6.0926e-11
0.08586	6.0896e-11
0.08640	6.0866e-11
0.08694	6.0835e-11
0.08748	6.0803e-11
0.08802	6.0771e-11
0.08856	6.0738e-11
0.08910	6.0705e-11
0.08964	6.0671e-11
0.09018	6.0636e-11
0.09072	6.0601e-11
0.09126	6.0566e-11
0.09180	6.0530e-11
0.09234	6.0493e-11
0.09288	6.0456e-11
0.09342	6.0419e-11
0.09396	6.0381e-11
0.09450	6.0343e-11
0.09504	6.0304e-11
0.09558	6.0265e-11
0.09612	6.0226e-11
0.09666	6.0186e-11
0.09720	6.0146e-11
0.09774	6.0105e-11
0.09828	6.0064e-11
0.09882	6.0023e-11
0.09936	5.9981e-11
0.09990	5.9939e-11
0.10044	5.9896e-11
0.10098	5.9854e-11
0.10152	5.9811e-11
0.10206	5.9767e-11
0.10260	5.9724e-11
0.10314	5.9680e-11
0.10368	5.9636e-11
0.10422	5.9591e-11
0.10476	5.9546e-11
0.10530	5.9501e-11
0.10584	5.9456e-11
0.10638	5.9410e-11
0.10692	5.9364e-11
0.10746	5.9318e-11
0.10800	5.9272e-11
0.10854	5.9225e-11
0.10908	5.9178e-11
0.10962	5.9131e-11
0.11016	5.9084e-11
0.11070	5.9037e-11
0.11124	5.8989e-11
0.11178	5.8941e-11
0.11232	5.8893e-11
0.11286	5.8844e-11
0.11340	5.8796e-11
0.11394	5.8747e-11
0.11448	5.8698e-11
0.11502	5.8649e-11
0.11556	5.8600e-11
0.11610	5.8550e-11
0.11664	5.8500e-11
0.11718	5.8450e-11
0.11772	5.8400e-11
0.11826	5.8350e-11
0.11880	5.8299e-11
0.11934	5.8249e-11
0.11988	5.8198e-11
0.12042	5.8147e-11
0.12096	5.8096e-11
0.12150	5.8045e-11
0.12204	5.7993e-11
0.12258	5.7941e-11
0.12312	5.7890e-11
0.12366	5.7838e-11
0.12420	5.7786e-11
0.12474	5.7733e-11
0.12528	5.7681e-11
0.12582	5.7628e-11
0.12636	5.7576e-11
0.12690	5.7523e-11
0.12744	5.7470e-11
0.12798	5.7417e-11
0.12852	5.7363e-11
0.12906	5.7310e-11
0.12960	5.7256e-11
0.13014	5.7203e-11
0.13068	5.7149e-11
0.13122	5.7095e-11
0.13176	5.7041e-11
0.13230	5.6986e-11
0.13284	5.6932e-11
0.13338	5.6877e-11
0.13392	5.6823e-11
0.13446	5.6768e-11
0.13500	5.6713e-11
0.13554	5.6658e-11
0.13608	5.6603e-11
0.13662	5.6547e-11
0.13716	5.6492e-11
0.13770	5.6436e-11
0.13824	5.6381e-11
0.13878	5.6325e-11
0.13932	5.6269e-11
0.13986	5.6213e-11
0.14040	5.6157e-11
0.14094	5.6100e-11
0.14148	5.6044e-11
0.14202	5.5987e-11
0.14256	5.5931e-11
0.14310	5.5874e-11
0.14364	5.5817e-11
0.14418	5.5760e-11
0.14472	5.5703e-11
0.14526	5.5646e-11
0.14580	5.5588e-11
0.14634	5.5531e-11
0.14688	5.5473e-11
0.14742	5.5415e-11
0.14796	5.5358e-11
0.14850	5.5300e-11
0.14904	5.5242e-11
0.14958	5.5183e-11
0.15012	5.5125e-11
0.15066	5.5067e-11
0.15120	5.5008e-11
0.15174	5.4949e-11
0.15228	5.4891e-11
0.15282	5.4832e-11
0.15336	5.4773e-11
0.15390	5.4714e-11
0.15444	5.4655e-11
0.15498	5.4595e-11
0.15552	5.4536e-11
0.15606	5.4476e-11
0.15660	5.4417e-11
0.15714	5.4357e-11
0.15768	5.4297e-11
0.15822	5.4237e-11
0.15876	5.4177e-11
0.15930	5.4117e-11
0.15984	5.4056e-11
0.16038	5.3996e-11
0.16092	5.3935e-11
0.16146	5.3875e-11
0.16200	5.3814e-11
0.16254	5.3753e-11
0.16308	5.3692e-11
0.16362	5.3631e-11
0.16416	5.3570e-11
