Time	Current
 0.00000	1.5759e-09
 0.00054	1.4908e-09
 0.00108	1.4126e-09
 0.00162	1.3326e-09
 0.00216	1.2731e-09
 0.00270	1.2280e-09
 0.00324	1.1988e-09
 0.00378	1.1770e-09
 0.00432	1.1576e-09
 0.00486	1.1397e-09
 0.00540	1.1194e-09
 0.00594	1.1005e-09
 0.00648	1.0803e-09
 0.00702	1.0612e-09
 0.00756	1.0415e-09
 0.00810	1.0226e-09
 0.00864	1.0035e-09
 0.00918	9.8509e-10
 0.00972	9.6663e-10
 0.01026	9.4880e-10
 0.01080	9.3108e-10
 0.01134	9.1392e-10
 0.01188	8.9696e-10
 0.01242	8.8053e-10
 0.01296	8.6436e-10
 0.01350	8.4868e-10
 0.01404	8.3331e-10
 0.01458	8.1840e-10
 0.01512	8.0385e-10
 0.01566	7.8972e-10
 0.01620	7.7596e-10
 0.01674	7.6261e-10
 0.01728	7.4963e-10
 0.01782	7.3705e-10
 0.01836	7.2483e-10
 0.01890	7.1299e-10
 0.01944	7.0150e-10
 0.01998	6.9038e-10
 0.02052	6.7959e-10
 0.02106	6.6915e-10
 0.02160	6.5903e-10
 0.02214	6.4922e-10
 0.02268	6.3973e-10
 0.02322	6.3053e-10
 0.02376	6.2163e-10
 0.02430	6.1301e-10
 0.02484	6.0466e-10
 0.02538	5.9657e-10
 0.02592	5.8874e-10
 0.02646	5.8115e-10
 0.02700	5.7379e-10
 0.02754	5.6665e-10
 0.02808	5.5974e-10
 0.02862	5.5303e-10
 0.02916	5.4652e-10
 0.02970	5.4021e-10
 0.03024	5.3407e-10
 0.03078	5.2812e-10
 0.03132	5.2234e-10
 0.03186	5.1671e-10
 0.03240	5.1125e-10
 0.03294	5.0593e-10
 0.03348	5.0075e-10
 0.03402	4.9571e-10
 0.03456	4.9080e-10
 0.03510	4.8602e-10
 0.03564	4.8136e-10
 0.03618	4.7682e-10
 0.03672	4.7239e-10
 0.03726	4.6806e-10
 0.03780	4.6383e-10
 0.03834	4.5970e-10
 0.03888	4.5567e-10
 0.03942	4.5174e-10
 0.03996	4.4792e-10
 0.04050	4.4420e-10
 0.04104	4.4057e-10
 0.04158	4.3700e-10
 0.04212	4.3348e-10
 0.04266	4.3000e-10
 0.04320	4.2656e-10
 0.04374	4.2317e-10
 0.04428	4.1984e-10
 0.04482	4.1656e-10
 0.04536	4.1334e-10
 0.04590	4.1018e-10
 0.04644	4.0707e-10
 0.04698	4.0401e-10
 0.04752	4.0100e-10
 0.04806	3.9805e-10
 0.04860	3.9513e-10
 0.04914	3.9226e-10
 0.04968	3.8944e-10
 0.05022	3.8665e-10
 0.05076	3.8391e-10
 0.05130	3.8120e-10
 0.05184	3.7853e-10
 0.05238	3.7590e-10
 0.05292	3.7329e-10
 0.05346	3.7072e-10
 0.05400	3.6817e-10
 0.05454	3.6566e-10
 0.05508	3.6318e-10
 0.05562	3.6074e-10
 0.05616	3.5832e-10
 0.05670	3.5593e-10
 0.05724	3.5355e-10
 0.05778	3.5121e-10
 0.05832	3.4888e-10
 0.05886	3.4658e-10
 0.05940	3.4430e-10
 0.05994	3.4204e-10
 0.06048	3.3980e-10
 0.06102	3.3759e-10
 0.06156	3.3539e-10
 0.06210	3.3322e-10
 0.06264	3.3106e-10
 0.06318	3.2892e-10
 0.06372	3.2680e-10
 0.06426	3.2470e-10
 0.06480	3.2262e-10
 0.06534	3.2055e-10
 0.06588	3.1850e-10
 0.06642	3.1646e-10
 0.06696	3.1444e-10
 0.06750	3.1244e-10
 0.06804	3.1044e-10
 0.06858	3.0847e-10
 0.06912	3.0651e-10
 0.06966	3.0456e-10
 0.07020	3.0262e-10
 0.07074	3.0070e-10
 0.07128	2.9880e-10
 0.07182	2.9690e-10
 0.07236	2.9503e-10
 0.07290	2.9316e-10
 0.07344	2.9131e-10
 0.07398	2.8947e-10
 0.07452	2.8764e-10
 0.07506	2.8583e-10
 0.07560	2.8403e-10
 0.07614	2.8223e-10
 0.07668	2.8045e-10
 0.07722	2.7869e-10
 0.07776	2.7693e-10
 0.07830	2.7519e-10
 0.07884	2.7345e-10
 0.07938	2.7173e-10
 0.07992	2.7001e-10
 0.08046	2.6830e-10
 0.08100	2.6660e-10
 0.08154	2.6492e-10
 0.08208	2.6325e-10
 0.08262	2.6159e-10
 0.08316	2.5994e-10
 0.08370	2.5830e-10
 0.08424	2.5667e-10
 0.08478	2.5505e-10
 0.08532	2.5344e-10
 0.08586	2.5184e-10
 0.08640	2.5024e-10
 0.08694	2.4866e-10
 0.08748	2.4709e-10
 0.08802	2.4552e-10
 0.08856	2.4397e-10
 0.08910	2.4243e-10
 0.08964	2.4089e-10
 0.09018	2.3936e-10
 0.09072	2.3784e-10
 0.09126	2.3633e-10
 0.09180	2.3483e-10
 0.09234	2.3334e-10
 0.09288	2.3185e-10
 0.09342	2.3038e-10
 0.09396	2.2891e-10
 0.09450	2.2745e-10
 0.09504	2.2601e-10
 0.09558	2.2457e-10
 0.09612	2.2314e-10
 0.09666	2.2172e-10
 0.09720	2.2030e-10
