Time	Current
0.00000	5.4171e-10
0.00054	5.3343e-10
0.00108	5.2510e-10
0.00162	5.1673e-10
0.00216	5.0832e-10
0.00270	4.9987e-10
0.00324	4.9138e-10
0.00378	4.8286e-10
0.00432	4.7431e-10
0.00486	4.6573e-10
0.00540	4.5712e-10
0.00594	4.4849e-10
0.00648	4.3984e-10
0.00702	4.3117e-10
0.00756	4.2248e-10
0.00810	4.1379e-10
0.00864	4.0509e-10
0.00918	3.9639e-10
0.00972	3.8769e-10
0.01026	3.7900e-10
0.01080	3.7032e-10
0.01134	3.6165e-10
0.01188	3.5300e-10
0.01242	3.4438e-10
0.01296	3.3579e-10
0.01350	3.2724e-10
0.01404	3.1872e-10
0.01458	3.1025e-10
0.01512	3.0184e-10
0.01566	2.9347e-10
0.01620	2.8517e-10
0.01674	2.7694e-10
0.01728	2.6878e-10
0.01782	2.6070e-10
0.01836	2.5270e-10
0.01890	2.4479e-10
0.01944	2.3698e-10
0.01998	2.2926e-10
0.02052	2.2165e-10
0.02106	2.1415e-10
0.02160	2.0676e-10
0.02214	1.9949e-10
0.02268	1.9235e-10
0.02322	1.8533e-10
0.02376	1.7845e-10
0.02430	1.7170e-10
0.02484	1.6510e-10
0.02538	1.5863e-10
0.02592	1.5231e-10
0.02646	1.4615e-10
0.02700	1.4013e-10
0.02754	1.3427e-10
0.02808	1.2857e-10
0.02862	1.2302e-10
0.02916	1.1763e-10
0.02970	1.1241e-10
0.03024	1.0734e-10
0.03078	1.0244e-10
0.03132	9.7699e-11
0.03186	9.3120e-11
0.03240	8.8702e-11
0.03294	8.4444e-11
0.03348	8.0346e-11
0.03402	7.6405e-11
0.03456	7.2621e-11
0.03510	6.8991e-11
0.03564	6.5512e-11
0.03618	6.2183e-11
0.03672	5.9001e-11
0.03726	5.5963e-11
0.03780	5.3066e-11
0.03834	5.0306e-11
0.03888	4.7681e-11
0.03942	4.5186e-11
0.03996	4.2818e-11
0.04050	4.0573e-11
0.04104	3.7504e-11
0.04158	3.4618e-11
0.04212	3.1971e-11
0.04266	2.9543e-11
0.04320	2.7318e-11
0.04374	2.5285e-11
0.04428	2.3430e-11
0.04482	2.1742e-11
0.04536	2.0209e-11
0.04590	1.8820e-11
0.04644	1.7566e-11
0.04698	1.6436e-11
0.04752	1.5422e-11
0.04806	1.4514e-11
0.04860	1.3704e-11
0.04914	1.2985e-11
0.04968	1.2349e-11
0.05022	1.1789e-11
0.05076	1.1300e-11
0.05130	1.0874e-11
0.05184	1.0506e-11
0.05238	1.0192e-11
0.05292	9.9252e-12
0.05346	9.7022e-12
0.05400	9.5185e-12
0.05454	9.3699e-12
0.05508	9.2531e-12
0.05562	9.1644e-12
0.05616	9.1009e-12
0.05670	9.0594e-12
0.05724	9.0377e-12
0.05778	9.0329e-12
0.05832	9.0329e-12
