Time	Current
 0.00000	3.9126e-11
 0.00054	7.4994e-11
 0.00108	1.2512e-10
 0.00162	1.8454e-10
 0.00216	2.4170e-10
 0.00270	2.8296e-10
 0.00324	3.0262e-10
 0.00378	3.0364e-10
 0.00432	2.9639e-10
 0.00486	2.8937e-10
 0.00540	2.8750e-10
 0.00594	2.9085e-10
 0.00648	2.9760e-10
 0.00702	3.0589e-10
 0.00756	3.1424e-10
 0.00810	3.2196e-10
 0.00864	3.2877e-10
 0.00918	3.3459e-10
 0.00972	3.3946e-10
 0.01026	3.4341e-10
 0.01080	3.4654e-10
 0.01134	3.4892e-10
 0.01188	3.5062e-10
 0.01242	3.5171e-10
 0.01296	3.5225e-10
 0.01350	3.5230e-10
 0.01404	3.5191e-10
 0.01458	3.5113e-10
 0.01512	3.5000e-10
 0.01566	3.4856e-10
 0.01620	3.4684e-10
 0.01674	3.4486e-10
 0.01728	3.4266e-10
 0.01782	3.4026e-10
 0.01836	3.3769e-10
 0.01890	3.3496e-10
 0.01944	3.3210e-10
 0.01998	3.2912e-10
 0.02052	3.2603e-10
 0.02106	3.2285e-10
 0.02160	3.1959e-10
 0.02214	3.1626e-10
 0.02268	3.1288e-10
 0.02322	3.0945e-10
 0.02376	3.0599e-10
 0.02430	3.0250e-10
 0.02484	2.9898e-10
 0.02538	2.9546e-10
 0.02592	2.9192e-10
 0.02646	2.8839e-10
 0.02700	2.8485e-10
 0.02754	2.8133e-10
 0.02808	2.7782e-10
 0.02862	2.7433e-10
 0.02916	2.7086e-10
 0.02970	2.6742e-10
 0.03024	2.6400e-10
 0.03078	2.6062e-10
 0.03132	2.5727e-10
 0.03186	2.5396e-10
 0.03240	2.5069e-10
 0.03294	2.4747e-10
 0.03348	2.4429e-10
 0.03402	2.4115e-10
 0.03456	2.3806e-10
 0.03510	2.3502e-10
 0.03564	2.3203e-10
 0.03618	2.2908e-10
 0.03672	2.2619e-10
 0.03726	2.2335e-10
 0.03780	2.2057e-10
 0.03834	2.1783e-10
 0.03888	2.1515e-10
 0.03942	2.1249e-10
 0.03996	2.0986e-10
 0.04050	2.0723e-10
 0.04104	2.0461e-10
 0.04158	2.0203e-10
 0.04212	1.9951e-10
 0.04266	1.9707e-10
 0.04320	1.9472e-10
 0.04374	1.9242e-10
 0.04428	1.9015e-10
 0.04482	1.8792e-10
 0.04536	1.8571e-10
 0.04590	1.8355e-10
 0.04644	1.8145e-10
 0.04698	1.7941e-10
 0.04752	1.7743e-10
 0.04806	1.7551e-10
 0.04860	1.7366e-10
 0.04914	1.7186e-10
 0.04968	1.7012e-10
 0.05022	1.6843e-10
 0.05076	1.6678e-10
 0.05130	1.6519e-10
 0.05184	1.6364e-10
 0.05238	1.6213e-10
 0.05292	1.6066e-10
 0.05346	1.5922e-10
 0.05400	1.5782e-10
 0.05454	1.5645e-10
 0.05508	1.5512e-10
 0.05562	1.5381e-10
 0.05616	1.5253e-10
 0.05670	1.5127e-10
 0.05724	1.5004e-10
 0.05778	1.4883e-10
 0.05832	1.4765e-10
